index;venda chave;data venda;data chave;estado;regiao;cliente;segmento;cliente chave;id produto;produto ;preco;custo;desconto;quantidade;total venda
154;2021-124919;5/31/2021;20210531;BA;Nordeste;62. Café do Sol Nascente;Café & Bistrô;1062;Q-M;Quiche M; 11,68 ; 7,82 ;0%;200; 958,35 
155;2021-124919;5/31/2021;20210531;BA;Nordeste;62. Café do Sol Nascente;Café & Bistrô;1062;Q-M;Quiche M; 11,68 ; 7,82 ;0%;200; 3.839,99 
156;2021-124919;5/31/2021;20210531;BA;Nordeste;62. Café do Sol Nascente;Café & Bistrô;1062;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;700; 16.149,77 
157;2021-118948;5/28/2021;20210528;BA;Nordeste;39. Café das Flores;Café & Bistrô;1033;P-P;Panetone P; 8,03 ; 5,38 ;0%;500; 2.395,88 
158;2020-104269;03/01/2020;20200301;BA;Nordeste;55. Café da Alma;Café & Bistrô;1005;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;2%;200; 958,35 
159;2022-114104;11/21/2022;20221121;MG;Sudeste;44. Bistrô da Vila;Café & Bistrô;1052;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;0%;300; 1.557,98 
160;2022-114104;11/21/2022;20221121;MG;Sudeste;44. Bistrô da Vila;Café & Bistrô;1052;Q-P1;Quiche P1; 5,19 ; 3,48 ;0%;100; 479,18 
161;2022-162733;05/12/2022;20220512;BA;Nordeste;36. Bistrô do Parque;Café & Bistrô;1054;Q-M;Quiche M; 11,68 ; 7,82 ;0%;100; 479,18 
162;2021-119697;12/28/2021;20211228;CE;Nordeste;46. Bistrô do Porto;Café & Bistrô;1057;M-P;Mel P; 4,02 ; 2,70 ;2%;300; 1.557,98 
163;2022-154508;11/17/2022;20221117;MS;Centro-Oeste;31. Café Aconchego;Café & Bistrô;1067;G-G1;Galupe G1; 12,26 ; 8,22 ;0%;200; 958,35 
164;2022-113817;11/08/2022;20221108;BA;Nordeste;61. Bistrô das Flores;Café & Bistrô;1046;Q-P2;Quiche P2; 4,79 ; 3,21 ;2%;400; 2.077,30 
165;2020-139892;09/08/2020;20200908;PE;Nordeste;3. Tortas & Cia;Indústria;1098;P-P;Panetone P; 8,03 ; 5,38 ;2%;800; 15.359,95 
166;2020-139892;09/08/2020;20200908;PE;Nordeste;3. Tortas & Cia;Indústria;1098;G-G2;Galupe G2; 11,68 ; 7,83 ;4%;300; 1.437,53 
167;2020-139892;09/08/2020;20200908;PE;Nordeste;3. Tortas & Cia;Indústria;1098;Q-G2;Quiche G2; 20,59 ; 13,79 ;2%;700; 3.354,23 
168;2020-139892;09/08/2020;20200908;PE;Nordeste;3. Tortas & Cia;Indústria;1098;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;3%;300; 6.921,33 
169;2020-139892;09/08/2020;20200908;PE;Nordeste;3. Tortas & Cia;Indústria;1098;P-P;Panetone P; 8,03 ; 5,38 ;2%;700; 3.354,23 
170;2020-139892;09/08/2020;20200908;PE;Nordeste;3. Tortas & Cia;Indústria;1098;Q-Mini;Quiche Mini; 8,07 ; 5,41 ;8%;400; 2.077,30 
171;2020-139892;09/08/2020;20200908;PE;Nordeste;3. Tortas & Cia;Indústria;1098;Q-P1;Quiche P1; 5,19 ; 3,48 ;2%;100; 1.168,38 
172;2020-118962;08/05/2020;20200805;BA;Nordeste;12. Terra & Fogo;Restaurante;1017;Q-M;Quiche M; 11,68 ; 7,82 ;0%;300; 1.437,53 
173;2020-118962;08/05/2020;20200805;BA;Nordeste;12. Terra & Fogo;Restaurante;1017;Q-M;Quiche M; 11,68 ; 7,82 ;0%;400; 7.679,97 
174;2020-118962;08/05/2020;20200805;BA;Nordeste;12. Terra & Fogo;Restaurante;1017;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;2%;400; 7.679,97 
175;2020-100853;9/14/2020;20200914;MS;Centro-Oeste;2. Fábrica de Sonhos Doces;Indústria;1031;Q-Mini;Quiche Mini; 8,07 ; 5,41 ;8%;300; 5.759,98 
176;2020-100853;9/14/2020;20200914;MS;Centro-Oeste;2. Fábrica de Sonhos Doces;Indústria;1031;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;2%;700; 5.651,96 
177;2023-152366;4/22/2023;20230422;PE;Nordeste;27. Sabores do Mediterrâneo;Restaurante;1099;Q-Mini;Quiche Mini; 8,07 ; 5,41 ;8%;900; 4.312,58 
178;2021-101511;11/21/2021;20211121;GO;Centro-Oeste;47. Café da Esquina;Café & Bistrô;1072;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;3%;700; 13.439,96 
179;2021-101511;11/21/2021;20211121;GO;Centro-Oeste;47. Café da Esquina;Café & Bistrô;1072;Q-M;Quiche M; 11,68 ; 7,82 ;2%;600; 3.115,96 
180;2021-137225;12/15/2021;20211215;PA;Nordeste;96. Café do Vento Norte;Eventos;1066;P-P;Panetone P; 8,03 ; 5,38 ;0%;600; 3.115,96 
181;2020-166191;12/05/2020;20201205;MS;Centro-Oeste;57. Bistrô das Estrelas;Café & Bistrô;1064;Q-G2;Quiche G2; 20,59 ; 13,79 ;2%;700; 3.354,23 
182;2020-166191;12/05/2020;20201205;MS;Centro-Oeste;57. Bistrô das Estrelas;Café & Bistrô;1064;M-P;Mel P; 4,02 ; 2,70 ;2%;400; 1.916,70 
183;2020-158274;11/19/2020;20201119;SC;Sul;57. Bistrô das Estrelas;Café & Bistrô;1064;Q-P1;Quiche P1; 5,19 ; 3,48 ;0%;200; 958,35 
184;2020-158274;11/19/2020;20201119;SC;Sul;57. Bistrô das Estrelas;Café & Bistrô;1064;Q-P1;Quiche P1; 5,19 ; 3,48 ;0%;100; 2.307,11 
185;2020-158274;11/19/2020;20201119;SC;Sul;57. Bistrô das Estrelas;Café & Bistrô;1064;M-P;Mel P; 4,02 ; 2,70 ;0%;400; 2.077,30 
186;2022-105018;11/29/2022;20221129;PR;Sul;36. Bistrô do Parque;Café & Bistrô;1054;Q-P2;Quiche P2; 4,79 ; 3,21 ;0%;900; 17.279,94 
187;2020-123260;8/26/2020;20200826;BA;Nordeste;56. Café do Tempo;Café & Bistrô;1010;M-P;Mel P; 4,02 ; 2,70 ;0%;300; 1.437,53 
188;2022-157000;7/17/2022;20220717;PE;Nordeste;42. Bistrô das Estações;Café & Bistrô;1048;Q-G2;Quiche G2; 20,59 ; 13,79 ;2%;200; 958,35 
189;2022-157000;7/17/2022;20220717;PE;Nordeste;42. Bistrô das Estações;Café & Bistrô;1048;Q-M;Quiche M; 11,68 ; 7,82 ;2%;200; 958,35 
190;2021-102281;10/12/2021;20211012;PA;Nordeste;39. Café das Flores;Café & Bistrô;1033;Q-G1;Quiche G1; 23,07 ; 15,46 ;2%;300; 1.437,53 
191;2021-102281;10/12/2021;20211012;PA;Nordeste;39. Café das Flores;Café & Bistrô;1033;Q-P1;Quiche P1; 5,19 ; 3,48 ;0%;400; 3.229,69 
192;2021-102281;10/12/2021;20211012;PA;Nordeste;39. Café das Flores;Café & Bistrô;1033;Q-M;Quiche M; 11,68 ; 7,82 ;0%;100; 2.307,11 
193;2021-102281;10/12/2021;20211012;PA;Nordeste;39. Café das Flores;Café & Bistrô;1033;Q-G1;Quiche G1; 23,07 ; 15,46 ;2%;300; 1.437,53 
194;2021-102281;10/12/2021;20211012;PA;Nordeste;39. Café das Flores;Café & Bistrô;1033;P-P;Panetone P; 8,03 ; 5,38 ;0%;300; 5.759,98 
195;2021-131457;10/31/2021;20211031;BA;Nordeste;7. Mesa dos Sabores;Restaurante;1003;G-G1;Galupe G1; 12,26 ; 8,22 ;0%;400; 1.916,70 
196;2020-140004;3/21/2020;20200321;GO;Centro-Oeste;9. Chef’s Haven;Restaurante;1088;P-P;Panetone P; 8,03 ; 5,38 ;2%;200; 4.614,22 
197;2020-140004;3/21/2020;20200321;GO;Centro-Oeste;9. Chef’s Haven;Restaurante;1088;P-P;Panetone P; 8,03 ; 5,38 ;2%;300; 6.921,33 
198;2023-107720;11/07/2023;20231107;GO;Centro-Oeste;13. Gastronomia Urbana;Restaurante;1039;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;300; 5.759,98 
199;2023-124303;07/07/2023;20230707;CE;Nordeste;52. Bistrô do Rio;Café & Bistrô;1049;Q-P2;Quiche P2; 4,79 ; 3,21 ;7%;600; 6.610,28 
200;2023-124303;07/07/2023;20230707;CE;Nordeste;52. Bistrô do Rio;Café & Bistrô;1049;Q-M;Quiche M; 11,68 ; 7,82 ;2%;100; 479,18 
201;2023-105074;6/25/2023;20230625;GO;Centro-Oeste;91. Bistrô das Abelhas;Eventos;1027;Q-M;Quiche M; 11,68 ; 7,82 ;2%;600; 12.352,25 
202;2020-133690;08/03/2020;20200803;SC;Sul;49. Café & Sonhos;Café & Bistrô;1055;Q-P2;Quiche P2; 4,79 ; 3,21 ;5%;400; 7.679,97 
203;2020-133690;08/03/2020;20200803;SC;Sul;49. Café & Sonhos;Café & Bistrô;1055;Q-Mini;Quiche Mini; 8,07 ; 5,41 ;2%;400; 7.679,97 
204;2023-116701;12/18/2023;20231218;PE;Nordeste;43. Café do Mercado;Café & Bistrô;1081;Q-Mini;Quiche Mini; 8,07 ; 5,41 ;8%;100; 479,18 
205;2023-126382;06/04/2023;20230604;PR;Sul;78. Café do Silêncio;Café & Bistrô;1015;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;2%;700; 3.635,28 
206;2023-108329;12/10/2023;20231210;BA;Nordeste;49. Café & Sonhos;Café & Bistrô;1055;Q-P1;Quiche P1; 5,19 ; 3,48 ;2%;600; 11.519,96 
207;2023-135860;12/02/2023;20231202;GO;Centro-Oeste;15. Cozinha da Vovó;Restaurante;1068;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;300; 1.557,98 
208;2023-135860;12/02/2023;20231202;GO;Centro-Oeste;15. Cozinha da Vovó;Restaurante;1068;Q-P1;Quiche P1; 5,19 ; 3,48 ;0%;300; 6.921,33 
209;2023-135860;12/02/2023;20231202;GO;Centro-Oeste;15. Cozinha da Vovó;Restaurante;1068;Q-P2;Quiche P2; 4,79 ; 3,21 ;0%;600; 2.875,05 
210;2023-135860;12/02/2023;20231202;GO;Centro-Oeste;15. Cozinha da Vovó;Restaurante;1068;P-M-Premium;Panetone M Premium; 23,22 ; 15,56 ;0%;600; 2.875,05 
211;2023-135860;12/02/2023;20231202;GO;Centro-Oeste;15. Cozinha da Vovó;Restaurante;1068;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;300; 5.759,98 
212;2021-101007;02/09/2021;20210209;PE;Nordeste;25. Gourmet & Cia;Restaurante;1087;M-P;Mel P; 4,02 ; 2,70 ;2%;300; 3.305,14 
213;2021-146262;01/02/2021;20210102;GO;Centro-Oeste;9. Chef’s Haven;Restaurante;1088;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;2%;200; 4.614,22 
214;2021-146262;01/02/2021;20210102;GO;Centro-Oeste;9. Chef’s Haven;Restaurante;1088;Q-G1;Quiche G1; 23,07 ; 15,46 ;5%;300; 1.437,53 
215;2021-146262;01/02/2021;20210102;GO;Centro-Oeste;9. Chef’s Haven;Restaurante;1088;Q-P1;Quiche P1; 5,19 ; 3,48 ;4%;400; 2.077,30 
216;2021-146262;01/02/2021;20210102;GO;Centro-Oeste;9. Chef’s Haven;Restaurante;1088;G-G2;Galupe G2; 11,68 ; 7,83 ;7%;400; 2.077,30 
217;2021-146262;01/02/2021;20210102;GO;Centro-Oeste;9. Chef’s Haven;Restaurante;1088;M-P;Mel P; 4,02 ; 2,70 ;2%;700; 13.439,96 
218;2022-130162;10/29/2022;20221029;BA;Nordeste;16. Fogo & Lenha;Restaurante;1080;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;300; 2.422,27 
219;2022-130162;10/29/2022;20221029;BA;Nordeste;16. Fogo & Lenha;Restaurante;1080;Q-P1;Quiche P1; 5,19 ; 3,48 ;2%;400; 8.234,83 
220;2021-169397;12/24/2021;20211224;GO;Centro-Oeste;91. Bistrô das Abelhas;Eventos;1027;P-M-Premium;Panetone M Premium; 23,22 ; 15,56 ;2%;300; 5.759,98 
221;2021-169397;12/24/2021;20211224;GO;Centro-Oeste;91. Bistrô das Abelhas;Eventos;1027;Q-M;Quiche M; 11,68 ; 7,82 ;2%;400; 3.229,69 
222;2021-169397;12/24/2021;20211224;GO;Centro-Oeste;91. Bistrô das Abelhas;Eventos;1027;Q-P2;Quiche P2; 4,79 ; 3,21 ;7%;300; 1.437,53 
223;2021-169397;12/24/2021;20211224;GO;Centro-Oeste;91. Bistrô das Abelhas;Eventos;1027;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;2%;600; 11.519,96 
224;2021-169397;12/24/2021;20211224;GO;Centro-Oeste;91. Bistrô das Abelhas;Eventos;1027;G-G2;Galupe G2; 11,68 ; 7,83 ;7%;400; 4.406,85 
225;2021-169397;12/24/2021;20211224;GO;Centro-Oeste;91. Bistrô das Abelhas;Eventos;1027;P-P;Panetone P; 8,03 ; 5,38 ;2%;400; 4.406,85 
226;2021-163055;08/09/2021;20210809;GO;Centro-Oeste;27. Sabores do Mediterrâneo;Restaurante;1099;P-P;Panetone P; 8,03 ; 5,38 ;0%;200; 958,35 
227;2021-163055;08/09/2021;20210809;GO;Centro-Oeste;27. Sabores do Mediterrâneo;Restaurante;1099;Q-P2;Quiche P2; 4,79 ; 3,21 ;0%;200; 958,35 
228;2021-163055;08/09/2021;20210809;GO;Centro-Oeste;27. Sabores do Mediterrâneo;Restaurante;1099;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;200; 2.335,22 
229;2021-145436;2/28/2021;20210228;PR;Sul;59. Bistrô das Cores;Café & Bistrô;1090;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;2%;500; 2.395,88 
230;2021-145436;2/28/2021;20210228;PR;Sul;59. Bistrô das Cores;Café & Bistrô;1090;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;2%;300; 1.557,98 
231;2020-156216;9/13/2020;20200913;RS;Sul;42. Bistrô das Estações;Café & Bistrô;1048;Q-P2;Quiche P2; 4,79 ; 3,21 ;7%;400; 1.916,70 
232;2023-100930;04/08/2023;20230408;CE;Nordeste;2. Fábrica de Sonhos Doces;Indústria;1031;Q-P2;Quiche P2; 4,79 ; 3,21 ;5%;700; 16.149,77 
233;2023-100930;04/08/2023;20230408;CE;Nordeste;2. Fábrica de Sonhos Doces;Indústria;1031;Q-P2;Quiche P2; 4,79 ; 3,21 ;5%;200; 2.203,43 
234;2023-100930;04/08/2023;20230408;CE;Nordeste;2. Fábrica de Sonhos Doces;Indústria;1031;Q-P2;Quiche P2; 4,79 ; 3,21 ;7%;300; 6.176,12 
235;2023-100930;04/08/2023;20230408;CE;Nordeste;2. Fábrica de Sonhos Doces;Indústria;1031;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;2%;200; 1.038,65 
236;2023-100930;04/08/2023;20230408;CE;Nordeste;2. Fábrica de Sonhos Doces;Indústria;1031;M-P;Mel P; 4,02 ; 2,70 ;2%;300; 1.437,53 
237;2023-160514;11/13/2023;20231113;BA;Nordeste;57. Bistrô das Estrelas;Café & Bistrô;1064;Q-M;Quiche M; 11,68 ; 7,82 ;0%;100; 479,18 
238;2022-157749;06/05/2022;20220605;MS;Centro-Oeste;95. Bistrô das Sementes;Eventos;1085;Q-M;Quiche M; 11,68 ; 7,82 ;2%;500; 4.037,11 
239;2022-157749;06/05/2022;20220605;MS;Centro-Oeste;95. Bistrô das Sementes;Eventos;1085;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;6%;200; 4.614,22 
240;2022-157749;06/05/2022;20220605;MS;Centro-Oeste;95. Bistrô das Sementes;Eventos;1085;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;6%;200; 2.203,43 
241;2022-157749;06/05/2022;20220605;MS;Centro-Oeste;95. Bistrô das Sementes;Eventos;1085;Q-P1;Quiche P1; 5,19 ; 3,48 ;2%;200; 958,35 
242;2022-157749;06/05/2022;20220605;MS;Centro-Oeste;95. Bistrô das Sementes;Eventos;1085;Q-P2;Quiche P2; 4,79 ; 3,21 ;5%;200; 958,35 
243;2022-157749;06/05/2022;20220605;MS;Centro-Oeste;95. Bistrô das Sementes;Eventos;1085;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;6%;300; 1.207,25 
244;2022-157749;06/05/2022;20220605;MS;Centro-Oeste;95. Bistrô das Sementes;Eventos;1085;P-P;Panetone P; 8,03 ; 5,38 ;2%;300; 1.207,25 
245;2020-131926;06/01/2020;20200601;CE;Nordeste;37. Café da Manhã;Café & Bistrô;1030;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;0%;200; 2.203,43 
246;2020-131926;06/01/2020;20200601;CE;Nordeste;37. Café da Manhã;Café & Bistrô;1030;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;800; 6.459,38 
247;2020-131926;06/01/2020;20200601;CE;Nordeste;37. Café da Manhã;Café & Bistrô;1030;Q-M;Quiche M; 11,68 ; 7,82 ;0%;800; 15.359,95 
248;2020-131926;06/01/2020;20200601;CE;Nordeste;37. Café da Manhã;Café & Bistrô;1030;Q-Mini;Quiche Mini; 8,07 ; 5,41 ;0%;300; 1.557,98 
249;2020-131926;06/01/2020;20200601;CE;Nordeste;37. Café da Manhã;Café & Bistrô;1030;Q-M;Quiche M; 11,68 ; 7,82 ;0%;200; 3.839,99 
250;2022-154739;12/11/2022;20221211;BA;Nordeste;88. Café do Pomar;Café & Bistrô;1038;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;2%;100; 479,18 
251;2022-145625;09/12/2022;20220912;BA;Nordeste;80. Café do Caminho;Café & Bistrô;1047;Q-M;Quiche M; 11,68 ; 7,82 ;0%;300; 6.921,33 
252;2022-145625;09/12/2022;20220912;BA;Nordeste;80. Café do Caminho;Café & Bistrô;1047;M-P;Mel P; 4,02 ; 2,70 ;0%;600; 2.875,05 
253;2022-146941;12/11/2022;20221211;PA;Nordeste;29. Sabor do Sol;Restaurante;1042;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;200; 2.336,76 
254;2022-146941;12/11/2022;20221211;PA;Nordeste;29. Sabor do Sol;Restaurante;1042;G-G1;Galupe G1; 12,26 ; 8,22 ;0%;300; 2.422,27 
255;2021-159982;11/28/2021;20211128;MS;Centro-Oeste;5. Confeitaria Estrela;Indústria;1007;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;6%;300; 3.305,14 
256;2021-159982;11/28/2021;20211128;MS;Centro-Oeste;5. Confeitaria Estrela;Indústria;1007;Q-G2;Quiche G2; 20,59 ; 13,79 ;2%;300; 5.759,98 
257;2021-159982;11/28/2021;20211128;MS;Centro-Oeste;5. Confeitaria Estrela;Indústria;1007;Q-G2;Quiche G2; 20,59 ; 13,79 ;2%;700; 3.354,23 
258;2021-159982;11/28/2021;20211128;MS;Centro-Oeste;5. Confeitaria Estrela;Indústria;1007;Q-P1;Quiche P1; 5,19 ; 3,48 ;2%;700; 3.354,23 
259;2023-163139;12/02/2023;20231202;PA;Nordeste;29. Sabor do Sol;Restaurante;1042;M-P;Mel P; 4,02 ; 2,70 ;0%;700; 3.354,23 
260;2023-163139;12/02/2023;20231202;PA;Nordeste;29. Sabor do Sol;Restaurante;1042;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;700; 3.354,23 
261;2023-163139;12/02/2023;20231202;PA;Nordeste;29. Sabor do Sol;Restaurante;1042;Q-P2;Quiche P2; 4,79 ; 3,21 ;2%;200; 958,35 
262;2023-155299;06/09/2023;20230609;PE;Nordeste;70. Café do Céu;Café & Bistrô;1058;Q-Mini;Quiche Mini; 8,07 ; 5,41 ;8%;400; 7.679,97 
263;2020-106992;9/19/2020;20200919;PE;Nordeste;39. Café das Flores;Café & Bistrô;1033;G-G2;Galupe G2; 11,68 ; 7,83 ;4%;300; 1.557,98 
264;2020-106992;9/19/2020;20200919;PE;Nordeste;39. Café das Flores;Café & Bistrô;1033;G-G2;Galupe G2; 11,68 ; 7,83 ;4%;400; 9.228,44 
265;2022-125318;06/07/2022;20220607;MS;Centro-Oeste;58. Café do Vento;Café & Bistrô;1060;Q-P1;Quiche P1; 5,19 ; 3,48 ;2%;400; 9.228,44 
266;2021-155040;11/10/2021;20211110;BA;Nordeste;8. Cantinho Gourmet;Restaurante;1009;M-P;Mel P; 4,02 ; 2,70 ;0%;100; 479,18 
267;2023-136826;6/17/2023;20230617;RS;Sul;11. Sabor do Mar;Restaurante;1026;P-P;Panetone P; 8,03 ; 5,38 ;2%;600; 2.875,05 
268;2022-111010;1/22/2022;20220122;GO;Centro-Oeste;44. Bistrô da Vila;Café & Bistrô;1052;P-M-Premium;Panetone M Premium; 23,22 ; 15,56 ;0%;200; 3.839,99 
269;2023-145366;12/10/2023;20231210;GO;Centro-Oeste;19. Restaurante Estrela;Restaurante;1004;Q-G2;Quiche G2; 20,59 ; 13,79 ;2%;200; 958,35 
270;2023-145366;12/10/2023;20231210;GO;Centro-Oeste;19. Restaurante Estrela;Restaurante;1004;G-G1;Galupe G1; 12,26 ; 8,22 ;2%;700; 3.354,23 
271;2023-163979;12/29/2023;20231229;BA;Nordeste;34. Bistrô das Artes;Café & Bistrô;1008;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;200; 3.839,99 
272;2021-155334;7/30/2021;20210730;BA;Nordeste;5. Confeitaria Estrela;Indústria;1007;M-P;Mel P; 4,02 ; 2,70 ;0%;400; 9.228,44 
273;2021-155334;7/30/2021;20210730;BA;Nordeste;5. Confeitaria Estrela;Indústria;1007;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;300; 6.176,12 
274;2021-155334;7/30/2021;20210730;BA;Nordeste;5. Confeitaria Estrela;Indústria;1007;Q-P2;Quiche P2; 4,79 ; 3,21 ;2%;300; 6.176,12 
275;2023-118136;9/17/2023;20230917;BA;Nordeste;58. Café do Vento;Café & Bistrô;1060;Q-M;Quiche M; 11,68 ; 7,82 ;0%;400; 1.916,70 
276;2023-118136;9/17/2023;20230917;BA;Nordeste;58. Café do Vento;Café & Bistrô;1060;P-P;Panetone P; 8,03 ; 5,38 ;0%;300; 3.502,83 
277;2023-132976;10/14/2023;20231014;CE;Nordeste;54. Bistrô do Bosque;Café & Bistrô;1023;Q-M;Quiche M; 11,68 ; 7,82 ;2%;300; 5.759,98 
278;2023-132976;10/14/2023;20231014;CE;Nordeste;54. Bistrô do Bosque;Café & Bistrô;1023;Q-M;Quiche M; 11,68 ; 7,82 ;2%;300; 5.759,98 
279;2023-132976;10/14/2023;20231014;CE;Nordeste;54. Bistrô do Bosque;Café & Bistrô;1023;Q-G2;Quiche G2; 20,59 ; 13,79 ;2%;700; 3.354,23 
280;2023-132976;10/14/2023;20231014;CE;Nordeste;54. Bistrô do Bosque;Café & Bistrô;1023;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;2%;900; 17.279,94 
281;2021-161991;9/26/2021;20210926;PE;Nordeste;30. Mesa de Estrelas;Restaurante;1002;Q-P2;Quiche P2; 4,79 ; 3,21 ;8%;400; 8.234,83 
282;2021-161991;9/26/2021;20210926;PE;Nordeste;30. Mesa de Estrelas;Restaurante;1002;Q-P1;Quiche P1; 5,19 ; 3,48 ;2%;400; 8.234,83 
283;2021-130890;11/02/2021;20211102;BA;Nordeste;26. Restaurante do Chef;Restaurante;1024;Q-P2;Quiche P2; 4,79 ; 3,21 ;2%;500; 10.293,54 
284;2021-130883;9/26/2021;20210926;CE;Nordeste;73. Bistrô das Colinas;Café & Bistrô;1051;Q-M;Quiche M; 11,68 ; 7,82 ;2%;200; 1.614,85 
285;2021-130883;9/26/2021;20210926;CE;Nordeste;73. Bistrô das Colinas;Café & Bistrô;1051;M-P;Mel P; 4,02 ; 2,70 ;2%;1200; 5.750,11 
286;2021-130883;9/26/2021;20210926;CE;Nordeste;73. Bistrô das Colinas;Café & Bistrô;1051;Q-M;Quiche M; 11,68 ; 7,82 ;2%;300; 1.557,98 
287;2022-112697;12/19/2022;20221219;CE;Nordeste;38. Bistrô do Sol;Café & Bistrô;1094;Q-P2;Quiche P2; 4,79 ; 3,21 ;7%;100; 479,18 
288;2022-112697;12/19/2022;20221219;CE;Nordeste;38. Bistrô do Sol;Café & Bistrô;1094;Q-Mini;Quiche Mini; 8,07 ; 5,41 ;2%;400; 7.679,97 
289;2022-112697;12/19/2022;20221219;CE;Nordeste;38. Bistrô do Sol;Café & Bistrô;1094;Q-M;Quiche M; 11,68 ; 7,82 ;2%;400; 7.679,97 
290;2022-110772;11/21/2022;20221121;GO;Centro-Oeste;14. Sabores do Mundo;Restaurante;1043;P-M-Premium;Panetone M Premium; 23,22 ; 15,56 ;2%;900; 4.312,58 
291;2022-110772;11/21/2022;20221121;GO;Centro-Oeste;14. Sabores do Mundo;Restaurante;1043;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;2%;400; 8.234,83 
292;2022-110772;11/21/2022;20221121;GO;Centro-Oeste;14. Sabores do Mundo;Restaurante;1043;M-P;Mel P; 4,02 ; 2,70 ;2%;400; 1.916,70 
293;2022-110772;11/21/2022;20221121;GO;Centro-Oeste;14. Sabores do Mundo;Restaurante;1043;Q-G1;Quiche G1; 23,07 ; 15,46 ;5%;400; 1.916,70 
294;2020-111451;12/26/2020;20201226;SC;Sul;57. Bistrô das Estrelas;Café & Bistrô;1064;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;2%;600; 12.352,25 
295;2020-111451;12/26/2020;20201226;SC;Sul;57. Bistrô das Estrelas;Café & Bistrô;1064;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;2%;300; 6.176,12 
296;2020-111451;12/26/2020;20201226;SC;Sul;57. Bistrô das Estrelas;Café & Bistrô;1064;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;2%;400; 7.679,97 
297;2020-111451;12/26/2020;20201226;SC;Sul;57. Bistrô das Estrelas;Café & Bistrô;1064;Q-P2;Quiche P2; 4,79 ; 3,21 ;7%;400; 8.234,83 
298;2020-111451;12/26/2020;20201226;SC;Sul;57. Bistrô das Estrelas;Café & Bistrô;1064;P-M-Premium;Panetone M Premium; 23,22 ; 15,56 ;2%;200; 958,35 
299;2022-142545;10/29/2022;20221029;GO;Centro-Oeste;93. Bistrô das Colheitas;Eventos;1041;Q-M;Quiche M; 11,68 ; 7,82 ;0%;900; 4.312,58 
300;2022-142545;10/29/2022;20221029;GO;Centro-Oeste;93. Bistrô das Colheitas;Eventos;1041;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;400; 7.679,97 
301;2022-142545;10/29/2022;20221029;GO;Centro-Oeste;93. Bistrô das Colheitas;Eventos;1041;Q-M;Quiche M; 11,68 ; 7,82 ;0%;400; 2.077,30 
302;2022-142545;10/29/2022;20221029;GO;Centro-Oeste;93. Bistrô das Colheitas;Eventos;1041;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;400; 2.077,30 
303;2022-142545;10/29/2022;20221029;GO;Centro-Oeste;93. Bistrô das Colheitas;Eventos;1041;Q-P2;Quiche P2; 4,79 ; 3,21 ;0%;200; 1.038,65 
304;2023-152380;11/20/2023;20231120;MS;Centro-Oeste;16. Fogo & Lenha;Restaurante;1080;Q-P2;Quiche P2; 4,79 ; 3,21 ;5%;200; 1.038,65 
305;2021-144253;05/04/2021;20210504;PA;Nordeste;22. Sabores do Oriente;Restaurante;1100;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;600; 4.844,54 
306;2020-130960;12/30/2020;20201230;GO;Centro-Oeste;3. Tortas & Cia;Indústria;1098;P-P;Panetone P; 8,03 ; 5,38 ;0%;400; 4.673,52 
